"","season_name","season","episode","day","tribe_status","castaway","immunity","vote","nullified","voted_out","order","vote_order","castaway_id","vote_id","voted_out_id"
"2432","Survivor: Redemption Island",22,1,3,"Original","Francesca",NA,"Phillip",FALSE,"Francesca",1,1,322,337,322
"2433","Survivor: Redemption Island",22,1,3,"Original","Grant",NA,"Francesca",FALSE,"Francesca",1,1,334,322,322
"2434","Survivor: Redemption Island",22,1,3,"Original","Kristina",NA,"Phillip",FALSE,"Francesca",1,1,324,337,322
"2435","Survivor: Redemption Island",22,1,3,"Original","Matt",NA,"Francesca",FALSE,"Francesca",1,1,323,322,322
"2436","Survivor: Redemption Island",22,1,3,"Original","Natalie",NA,"Kristina",FALSE,"Francesca",1,1,336,324,322
"2437","Survivor: Redemption Island",22,1,3,"Original","Phillip",NA,"Francesca",FALSE,"Francesca",1,1,337,322,322
"2438","Survivor: Redemption Island",22,1,3,"Original","Boston Rob",NA,"Francesca",FALSE,"Francesca",1,1,55,322,322
"2439","Survivor: Redemption Island",22,2,5,"Original","Andrea",NA,"Kristina",TRUE,"Matt",2,1,333,324,323
"2440","Survivor: Redemption Island",22,2,5,"Original","Ashley",NA,"Matt",FALSE,"Matt",2,1,335,323,323
"2441","Survivor: Redemption Island",22,2,5,"Original","Grant",NA,"Matt",FALSE,"Matt",2,1,334,323,323
"2442","Survivor: Redemption Island",22,2,5,"Original","Kristina","Hidden","Phillip",FALSE,"Matt",2,1,324,337,323
"2443","Survivor: Redemption Island",22,2,5,"Original","Matt",NA,"Phillip",FALSE,"Matt",2,1,323,337,323
"2444","Survivor: Redemption Island",22,2,5,"Original","Natalie",NA,"Matt",FALSE,"Matt",2,1,336,323,323
"2445","Survivor: Redemption Island",22,2,5,"Original","Phillip",NA,"Kristina",TRUE,"Matt",2,1,337,324,323
"2446","Survivor: Redemption Island",22,2,5,"Original","Boston Rob",NA,"Matt",FALSE,"Matt",2,1,55,323,323
"2447","Survivor: Redemption Island",22,3,8,"Original","David",NA,"Stephanie",FALSE,"Tie",3,1,329,326,NA
"2448","Survivor: Redemption Island",22,3,8,"Original","Julie",NA,"Stephanie",FALSE,"Tie",3,1,330,326,NA
"2449","Survivor: Redemption Island",22,3,8,"Original","Krista",NA,"Ralph",FALSE,"Tie",3,1,325,331,NA
"2450","Survivor: Redemption Island",22,3,8,"Original","Mike",NA,"Russell",FALSE,"Tie",3,1,328,300,NA
"2451","Survivor: Redemption Island",22,3,8,"Original","Ralph",NA,"Russell",FALSE,"Tie",3,1,331,300,NA
"2452","Survivor: Redemption Island",22,3,8,"Original","Russell",NA,"Ralph",FALSE,"Tie",3,1,300,331,NA
"2453","Survivor: Redemption Island",22,3,8,"Original","Sarita",NA,"Stephanie",FALSE,"Tie",3,1,327,326,NA
"2454","Survivor: Redemption Island",22,3,8,"Original","Stephanie",NA,"Ralph",FALSE,"Tie",3,1,326,331,NA
"2455","Survivor: Redemption Island",22,3,8,"Original","Steve",NA,"Russell",FALSE,"Tie",3,1,332,300,NA
"2456","Survivor: Redemption Island",22,3,8,"Original","David",NA,"Russell",FALSE,"Russell",3,2,329,300,300
"2457","Survivor: Redemption Island",22,3,8,"Original","Julie",NA,"Russell",FALSE,"Russell",3,2,330,300,300
"2458","Survivor: Redemption Island",22,3,8,"Original","Krista",NA,"Ralph",FALSE,"Russell",3,2,325,331,300
"2459","Survivor: Redemption Island",22,3,8,"Original","Mike",NA,"Russell",FALSE,"Russell",3,2,328,300,300
"2460","Survivor: Redemption Island",22,3,8,"Original","Ralph",NA,"None",FALSE,"Russell",3,2,331,NA,300
"2461","Survivor: Redemption Island",22,3,8,"Original","Russell",NA,"None",FALSE,"Russell",3,2,300,NA,300
"2462","Survivor: Redemption Island",22,3,8,"Original","Sarita",NA,"Russell",FALSE,"Russell",3,2,327,300,300
"2463","Survivor: Redemption Island",22,3,8,"Original","Stephanie",NA,"None",FALSE,"Russell",3,2,326,NA,300
"2464","Survivor: Redemption Island",22,3,8,"Original","Steve",NA,"Russell",FALSE,"Russell",3,2,332,300,300
"2465","Survivor: Redemption Island",22,4,11,"Original","Andrea",NA,"Kristina",FALSE,"Kristina",4,1,333,324,324
"2466","Survivor: Redemption Island",22,4,11,"Original","Ashley",NA,"Kristina",FALSE,"Kristina",4,1,335,324,324
"2467","Survivor: Redemption Island",22,4,11,"Original","Grant",NA,"Phillip",FALSE,"Kristina",4,1,334,337,324
"2468","Survivor: Redemption Island",22,4,11,"Original","Kristina",NA,"Phillip",FALSE,"Kristina",4,1,324,337,324
"2469","Survivor: Redemption Island",22,4,11,"Original","Natalie",NA,"Kristina",FALSE,"Kristina",4,1,336,324,324
"2470","Survivor: Redemption Island",22,4,11,"Original","Phillip",NA,"Kristina",FALSE,"Kristina",4,1,337,324,324
"2471","Survivor: Redemption Island",22,4,11,"Original","Boston Rob",NA,"Phillip",FALSE,"Kristina",4,1,55,337,324
"2472","Survivor: Redemption Island",22,5,13,"Original","David",NA,"Krista",FALSE,"Krista",5,1,329,325,325
"2473","Survivor: Redemption Island",22,5,13,"Original","Julie",NA,"Krista",FALSE,"Krista",5,1,330,325,325
"2474","Survivor: Redemption Island",22,5,13,"Original","Krista",NA,"Steve",FALSE,"Krista",5,1,325,332,325
"2475","Survivor: Redemption Island",22,5,13,"Original","Mike",NA,"Krista",FALSE,"Krista",5,1,328,325,325
"2476","Survivor: Redemption Island",22,5,13,"Original","Ralph",NA,"Krista",FALSE,"Krista",5,1,331,325,325
"2477","Survivor: Redemption Island",22,5,13,"Original","Sarita",NA,"Krista",FALSE,"Krista",5,1,327,325,325
"2478","Survivor: Redemption Island",22,5,13,"Original","Stephanie",NA,"Steve",FALSE,"Krista",5,1,326,332,325
"2479","Survivor: Redemption Island",22,5,13,"Original","Steve",NA,"Krista",FALSE,"Krista",5,1,332,325,325
"2480","Survivor: Redemption Island",22,6,16,"Original","David",NA,"Sarita",FALSE,"Stephanie",6,1,329,327,326
"2481","Survivor: Redemption Island",22,6,16,"Original","Julie",NA,"Stephanie",FALSE,"Stephanie",6,1,330,326,326
"2482","Survivor: Redemption Island",22,6,16,"Original","Mike",NA,"Stephanie",FALSE,"Stephanie",6,1,328,326,326
"2483","Survivor: Redemption Island",22,6,16,"Original","Ralph",NA,"Stephanie",FALSE,"Stephanie",6,1,331,326,326
"2484","Survivor: Redemption Island",22,6,16,"Original","Sarita",NA,"Stephanie",FALSE,"Stephanie",6,1,327,326,326
"2485","Survivor: Redemption Island",22,6,16,"Original","Stephanie",NA,"Sarita",FALSE,"Stephanie",6,1,326,327,326
"2486","Survivor: Redemption Island",22,6,16,"Original","Steve",NA,"Stephanie",FALSE,"Stephanie",6,1,332,326,326
"2487","Survivor: Redemption Island",22,7,18,"Original","David",NA,"Sarita",FALSE,"Sarita",7,1,329,327,327
"2488","Survivor: Redemption Island",22,7,18,"Original","Julie",NA,"Sarita",FALSE,"Sarita",7,1,330,327,327
"2489","Survivor: Redemption Island",22,7,18,"Original","Mike",NA,"Sarita",FALSE,"Sarita",7,1,328,327,327
"2490","Survivor: Redemption Island",22,7,18,"Original","Ralph",NA,"David",FALSE,"Sarita",7,1,331,329,327
"2491","Survivor: Redemption Island",22,7,18,"Original","Sarita",NA,"David",FALSE,"Sarita",7,1,327,329,327
"2492","Survivor: Redemption Island",22,7,18,"Original","Steve",NA,"Sarita",FALSE,"Sarita",7,1,332,327,327
"2493","Survivor: Redemption Island",22,8,21,"Merged","Andrea",NA,"Matt",FALSE,"Matt",8,1,333,323,323
"2494","Survivor: Redemption Island",22,8,21,"Merged","Ashley",NA,"Matt",FALSE,"Matt",8,1,335,323,323
"2495","Survivor: Redemption Island",22,8,21,"Merged","David",NA,"Grant",FALSE,"Matt",8,1,329,334,323
"2496","Survivor: Redemption Island",22,8,21,"Merged","Grant",NA,"Matt",FALSE,"Matt",8,1,334,323,323
"2497","Survivor: Redemption Island",22,8,21,"Merged","Julie",NA,"Grant",FALSE,"Matt",8,1,330,334,323
"2498","Survivor: Redemption Island",22,8,21,"Merged","Matt",NA,"Steve",FALSE,"Matt",8,1,323,332,323
"2499","Survivor: Redemption Island",22,8,21,"Merged","Mike",NA,"Grant",FALSE,"Matt",8,1,328,334,323
"2500","Survivor: Redemption Island",22,8,21,"Merged","Natalie","Individual","Matt",FALSE,"Matt",8,1,336,323,323
"2501","Survivor: Redemption Island",22,8,21,"Merged","Phillip",NA,"Matt",FALSE,"Matt",8,1,337,323,323
"2502","Survivor: Redemption Island",22,8,21,"Merged","Ralph",NA,"Grant",FALSE,"Matt",8,1,331,334,323
"2503","Survivor: Redemption Island",22,8,21,"Merged","Boston Rob",NA,"Matt",FALSE,"Matt",8,1,55,323,323
"2504","Survivor: Redemption Island",22,8,21,"Merged","Steve",NA,"Grant",FALSE,"Matt",8,1,332,334,323
"2505","Survivor: Redemption Island",22,9,22,"Merged","Andrea",NA,"Mike",FALSE,"Mike",9,1,333,328,328
"2506","Survivor: Redemption Island",22,9,22,"Merged","Ashley",NA,"Mike",FALSE,"Mike",9,1,335,328,328
"2507","Survivor: Redemption Island",22,9,22,"Merged","David",NA,"Phillip",FALSE,"Mike",9,1,329,337,328
"2508","Survivor: Redemption Island",22,9,22,"Merged","Grant","Individual","Mike",FALSE,"Mike",9,1,334,328,328
"2509","Survivor: Redemption Island",22,9,22,"Merged","Julie",NA,"Phillip",FALSE,"Mike",9,1,330,337,328
"2510","Survivor: Redemption Island",22,9,22,"Merged","Mike",NA,"Phillip",FALSE,"Mike",9,1,328,337,328
"2511","Survivor: Redemption Island",22,9,22,"Merged","Natalie",NA,"Mike",FALSE,"Mike",9,1,336,328,328
"2512","Survivor: Redemption Island",22,9,22,"Merged","Phillip",NA,"Mike",FALSE,"Mike",9,1,337,328,328
"2513","Survivor: Redemption Island",22,9,22,"Merged","Ralph",NA,"Phillip",FALSE,"Mike",9,1,331,337,328
"2514","Survivor: Redemption Island",22,9,22,"Merged","Boston Rob",NA,"Mike",FALSE,"Mike",9,1,55,328,328
"2515","Survivor: Redemption Island",22,9,22,"Merged","Steve",NA,"Phillip",FALSE,"Mike",9,1,332,337,328
"2516","Survivor: Redemption Island",22,9,24,"Merged","Andrea","Individual","David",FALSE,"David",10,1,333,329,329
"2517","Survivor: Redemption Island",22,9,24,"Merged","Ashley",NA,"David",FALSE,"David",10,1,335,329,329
"2518","Survivor: Redemption Island",22,9,24,"Merged","David",NA,"Boston Rob",FALSE,"David",10,1,329,55,329
"2519","Survivor: Redemption Island",22,9,24,"Merged","Grant",NA,"David",FALSE,"David",10,1,334,329,329
"2520","Survivor: Redemption Island",22,9,24,"Merged","Julie",NA,"Boston Rob",FALSE,"David",10,1,330,55,329
"2521","Survivor: Redemption Island",22,9,24,"Merged","Natalie",NA,"David",FALSE,"David",10,1,336,329,329
"2522","Survivor: Redemption Island",22,9,24,"Merged","Phillip",NA,"David",FALSE,"David",10,1,337,329,329
"2523","Survivor: Redemption Island",22,9,24,"Merged","Ralph",NA,"Boston Rob",FALSE,"David",10,1,331,55,329
"2524","Survivor: Redemption Island",22,9,24,"Merged","Boston Rob",NA,"David",FALSE,"David",10,1,55,329,329
"2525","Survivor: Redemption Island",22,9,24,"Merged","Steve",NA,"Boston Rob",FALSE,"David",10,1,332,55,329
"2526","Survivor: Redemption Island",22,10,27,"Merged","Andrea",NA,"Julie",FALSE,"Julie",11,1,333,330,330
"2527","Survivor: Redemption Island",22,10,27,"Merged","Ashley",NA,"Julie",FALSE,"Julie",11,1,335,330,330
"2528","Survivor: Redemption Island",22,10,27,"Merged","Grant",NA,"Julie",FALSE,"Julie",11,1,334,330,330
"2529","Survivor: Redemption Island",22,10,27,"Merged","Julie",NA,"Phillip",FALSE,"Julie",11,1,330,337,330
"2530","Survivor: Redemption Island",22,10,27,"Merged","Natalie",NA,"Julie",FALSE,"Julie",11,1,336,330,330
